ID,Honey,Bee,Bee Debris Solid,Bee Debris Liquid,Propolis in Solvant,Iaise Hive 1,Ralph's Hand,Beeswax ,Outside Hive,Inside Hive,Scrapper,Propolis no solvent ,Analysis Type,Location
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Orthomyxoviridae|g__Influenzavirus_A,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Orthomyxoviridae|g__Influenzavirus_A|s__Influenza_A_virus,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Orthomyxoviridae|g__Influenzavirus_A|s__Influenza_A_virus|t__Influenza_A_virus_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria,99.37924,100,100,0,0,0,0,0,100,100,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Acidobacteria,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Acidobacteria|c__Acidobacteriia,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidobacteriaceae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria,9.96782,73.19156,72.04802,0,0,0,0,0,5.23388,5.23854,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria,9.96782,73.19156,72.04802,0,0,0,0,0,5.23388,5.23854,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales,3.5748,0,0,0,0,0,0,0,4.67003,5.23854,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermatophilaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermatophilaceae|g__Dermatophilaceae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Agromyces,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Agromyces|s__Agromyces_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Curtobacterium,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Leifsonia,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Leifsonia|s__Leifsonia_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa|t__Rothia_dentocariosa_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardioidaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardioidaceae|g__Nocardioides,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,3.5748,0,0,0,0,0,0,0,4.67003,5.23854,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified,0.77873,0,0,0,0,0,0,0,0.19869,1.89863,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium,2.79607,0,0,0,0,0,0,0,4.47133,3.33991,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acnes,2.79607,0,0,0,0,0,0,0,4.47133,3.33991,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acnes|t__Propionibacterium_acnes_unclassified,2.79607,0,0,0,0,0,0,0,4.47133,3.33991,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales,6.39301,73.19156,72.04802,0,0,0,0,0,0.56386,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,6.39301,73.19156,72.04802,0,0,0,0,0,0.56386,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,6.39301,73.19156,72.04802,0,0,0,0,0,0.56386,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_asteroides,6.39301,73.19156,72.04802,0,0,0,0,0,0.56386,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_asteroides|t__GCF_000304215,6.39301,73.19156,72.04802,0,0,0,0,0,0.56386,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Solirubrobacterales,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Solirubrobacterales|f__Solirubrobacterales_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes,0,0,0,0,0,0,0,0,0.15924,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens|t__Prevotella_disiens_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Cytophagia,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Hymenobacter,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Hymenobacter|s__Hymenobacter_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,0,0,0,0,0,0,0,0,0.15924,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales,0,0,0,0,0,0,0,0,0.15924,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae,0,0,0,0,0,0,0,0,0.15924,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Chryseobacterium,0,0,0,0,0,0,0,0,0.15924,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Chryseobacterium|s__Chryseobacterium_unclassified,0,0,0,0,0,0,0,0,0.15924,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Riemerella,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Riemerella|s__Riemerella_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Cyanobacteria,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Oscillatoriales,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Oscillatoriales|f__Oscillatoriales_noname,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Oscillatoriales|f__Oscillatoriales_noname|g__Microcoleus,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Oscillatoriales|f__Oscillatoriales_noname|g__Microcoleus|s__Microcoleus_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Deinococcus_Thermus,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_aquatilis,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_aquatilis|t__GCF_000378445,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcales_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes,0.2536,0,0,0,0,0,0,0,1.37937,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli,0.2536,0,0,0,0,0,0,0,1.37937,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales,0,0,0,0,0,0,0,0,1.37937,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_megaterium,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_megaterium|t__Bacillus_megaterium_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae,0,0,0,0,0,0,0,0,1.37937,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Sporosarcina,0,0,0,0,0,0,0,0,1.37937,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Sporosarcina|s__Sporosarcina_newyorkensis,0,0,0,0,0,0,0,0,1.37937,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Sporosarcina|s__Sporosarcina_newyorkensis|t__GCF_000220335,0,0,0,0,0,0,0,0,1.37937,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis|t__Staphylococcus_epidermidis_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales,0.2536,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_maltaromaticum,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_maltaromaticum|t__Carnobacterium_maltaromaticum_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus|t__Enterococcus_casseliflavus_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae,0.2536,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Fructobacillus,0.2536,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Fructobacillus|s__Fructobacillus_fructosus,0.2536,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Fructobacillus|s__Fructobacillus_fructosus|t__GCF_000185045,0.2536,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__Lactococcus_lactis_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae|t__Streptococcus_mitis_oralis_pneumoniae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Clostridia,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Finegoldia,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Finegoldia|s__Finegoldia_magna,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Finegoldia|s__Finegoldia_magna|t__Finegoldia_magna_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Proteobacteria,89.15782,26.80844,27.95198,0,0,0,0,0,93.2275,94.76146,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,20.48698,26.80844,27.95198,0,0,0,0,0,32.83779,5.22643,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales,0,0,0,0,0,0,0,0,0,1.21393,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae,0,0,0,0,0,0,0,0,0,1.21393,0,0,Metaphlan2_Analysis,FORT GREENE
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Asticcacaulis,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,FORT GREENE
